Date,Product_ID,Store_ID,Units_Sold,Revenue,Promotion,Holiday
2022-01-06,P005,S05,27,59400.0,0,0
2022-01-06,P005,S06,30,55303.95,1,0
2022-01-07,P001,S01,28,95907.1,1,0
2022-01-07,P001,S02,14,63000.0,0,0
2022-01-07,P001,S03,12,54000.0,0,0
2022-01-07,P001,S04,15,67500.0,0,0
2022-01-07,P001,S05,11,49500.0,0,0
2022-01-07,P001,S06,12,54000.0,0,0
2022-01-07,P002,S01,43,51600.0,0,0
2022-01-07,P002,S02,43,51600.0,0,0
2022-01-07,P002,S03,39,46800.0,0,0
2022-01-07,P002,S04,32,38400.0,0,0
2022-01-07,P002,S05,29,34800.0,0,0
2022-01-07,P002,S06,27,32400.0,0,0
2022-01-07,P003,S01,171,59850.0,0,0
2022-01-07,P003,S02,280,84798.04,1,0
2022-01-07,P003,S03,257,64596.23,1,0
2022-01-07,P003,S04,131,45850.0,0,0
2022-01-07,P003,S05,141,49350.0,0,0
2022-01-07,P003,S06,137,47950.0,0,0
2022-01-07,P004,S01,5,42500.0,0,0
2022-01-07,P004,S02,6,51000.0,0,0
2022-01-07,P004,S03,9,58667.59,1,0
2022-01-07,P004,S04,7,59500.0,0,0
2022-01-07,P004,S05,7,59500.0,0,0
2022-01-07,P004,S06,4,34000.0,0,0
2022-01-07,P005,S01,42,69823.37,1,0
2022-01-07,P005,S02,21,46200.0,0,0
2022-01-07,P005,S03,29,63800.0,0,0
2022-01-07,P005,S04,23,50600.0,0,0
2022-01-07,P005,S05,18,39600.0,0,0
2022-01-07,P005,S06,33,66986.53,1,0
2022-01-08,P001,S01,18,81000.0,0,0
2022-01-08,P001,S02,19,85500.0,0,0
2022-01-08,P001,S03,26,92959.49,1,0
2022-01-08,P001,S04,22,81312.92,1,0
2022-01-08,P001,S05,24,91763.4,1,0
2022-01-08,P001,S06,10,45000.0,0,0
2022-01-08,P002,S01,74,65415.75,1,0
2022-01-08,P002,S02,45,54000.0,0,0
2022-01-08,P002,S03,46,55200.0,0,0
2022-01-08,P002,S04,66,61030.74,1,0
2022-01-08,P002,S05,38,45600.0,0,0
2022-01-08,P002,S06,44,42571.69,1,0
2022-01-08,P003,S01,239,83650.0,0,0
2022-01-08,P003,S02,257,77236.05,1,0
2022-01-08,P003,S03,249,82407.54,1,0
2022-01-08,P003,S04,146,51100.0,0,0
2022-01-08,P003,S05,142,49700.0,0,0
2022-01-08,P003,S06,175,44452.24,1,0
2022-01-08,P004,S01,13,79862.08,1,0
2022-01-08,P004,S02,8,68000.0,0,0
2022-01-08,P004,S03,14,105869.18,1,0
2022-01-08,P004,S04,11,68387.9,1,0
2022-01-08,P004,S05,7,59500.0,0,0
2022-01-08,P004,S06,7,59500.0,0,0
2022-01-08,P005,S01,31,68200.0,0,0
2022-01-08,P005,S02,34,74800.0,0,0
2022-01-08,P005,S03,44,76159.28,1,0
2022-01-08,P005,S04,28,61600.0,0,0
2022-01-08,P005,S05,24,52800.0,0,0
2022-01-08,P005,S06,33,67780.62,1,0
2022-01-09,P001,S01,19,85500.0,0,0
2022-01-09,P001,S02,33,126800.27,1,0
2022-01-09,P001,S03,19,85500.0,0,0
2022-01-09,P001,S04,15,67500.0,0,0
2022-01-09,P001,S05,25,82609.75,1,0
2022-01-09,P001,S06,11,49500.0,0,0
2022-01-09,P002,S01,43,51600.0,0,0
2022-01-09,P002,S02,54,56335.65,1,0
2022-01-09,P002,S03,51,61200.0,0,0
2022-01-09,P002,S04,52,44766.0,1,0
2022-01-09,P002,S05,40,48000.0,0,0
2022-01-09,P002,S06,57,62616.69,1,0
2022-01-09,P003,S01,343,108395.49,1,0
2022-01-09,P003,S02,332,92374.66,1,0
2022-01-09,P003,S03,135,47250.0,0,0
2022-01-09,P003,S04,296,76317.73,1,0
2022-01-09,P003,S05,227,60125.03,1,0
2022-01-09,P003,S06,193,48656.37,1,0
2022-01-09,P004,S01,10,85000.0,0,0
2022-01-09,P004,S02,9,76500.0,0,0
2022-01-09,P004,S03,8,68000.0,0,0
2022-01-09,P004,S04,11,86999.22,1,0
2022-01-09,P004,S05,11,88380.08,1,0
2022-01-09,P004,S06,7,59500.0,0,0
2022-01-09,P005,S01,61,97629.85,1,0
2022-01-09,P005,S02,43,86471.05,1,0
2022-01-09,P005,S03,39,70628.57,1,0
2022-01-09,P005,S04,49,101963.17,1,0
2022-01-09,P005,S05,27,59400.0,0,0
2022-01-09,P005,S06,20,44000.0,0,0
2022-01-10,P001,S01,14,63000.0,0,0
2022-01-10,P001,S02,13,58500.0,0,0
2022-01-10,P001,S03,27,97330.19,1,0
2022-01-10,P001,S04,12,54000.0,0,0
2022-01-10,P001,S05,14,63000.0,0,0
2022-01-10,P001,S06,12,54000.0,0,0
2022-01-10,P002,S01,44,52800.0,0,0
2022-01-10,P002,S02,66,59478.63,1,0
2022-01-10,P002,S03,39,46800.0,0,0
2022-01-10,P002,S04,34,40800.0,0,0
2022-01-10,P002,S05,41,49200.0,0,0
2022-01-10,P002,S06,26,31200.0,0,0
2022-01-10,P003,S01,171,59850.0,0,0
2022-01-10,P003,S02,185,64750.0,0,0
2022-01-10,P003,S03,179,62650.0,0,0
2022-01-10,P003,S04,192,48653.25,1,0
2022-01-10,P003,S05,162,56700.0,0,0
2022-01-10,P003,S06,147,51450.0,0,0
2022-01-10,P004,S01,7,59500.0,0,0
2022-01-10,P004,S02,10,85000.0,0,0
2022-01-10,P004,S03,7,59500.0,0,0
2022-01-10,P004,S04,7,59500.0,0,0
2022-01-10,P004,S05,6,51000.0,0,0
2022-01-10,P004,S06,7,46342.14,1,0
2022-01-10,P005,S01,23,50600.0,0,0
2022-01-10,P005,S02,25,55000.0,0,0
2022-01-10,P005,S03,24,52800.0,0,0
2022-01-10,P005,S04,23,50600.0,0,0
2022-01-10,P005,S05,23,50600.0,0,0
2022-01-10,P005,S06,20,44000.0,0,0
2022-01-11,P001,S01,17,76500.0,0,0
2022-01-11,P001,S02,14,63000.0,0,0
2022-01-11,P001,S03,16,72000.0,0,0
2022-01-11,P001,S04,9,40500.0,0,0
2022-01-11,P001,S05,13,58500.0,0,0
2022-01-11,P001,S06,18,71821.58,1,0
2022-01-11,P002,S01,38,45600.0,0,0
2022-01-11,P002,S02,42,50400.0,0,0
2022-01-11,P002,S03,45,54000.0,0,0
2022-01-11,P002,S04,32,38400.0,0,0
2022-01-11,P002,S05,48,50910.63,1,0
2022-01-11,P002,S06,51,51812.41,1,0
2022-01-11,P003,S01,194,67900.0,0,0
2022-01-11,P003,S02,171,59850.0,0,0
2022-01-11,P003,S03,145,50750.0,0,0
2022-01-11,P003,S04,123,43050.0,0,0
2022-01-11,P003,S05,136,47600.0,0,0
2022-01-11,P003,S06,121,42350.0,0,0
2022-01-11,P004,S01,14,84720.57,1,0
2022-01-11,P004,S02,8,68000.0,0,0
2022-01-11,P004,S03,7,59500.0,0,0
2022-01-11,P004,S04,10,61266.97,1,0
2022-01-11,P004,S05,6,51000.0,0,0
2022-01-11,P004,S06,3,25500.0,0,0
2022-01-11,P005,S01,22,48400.0,0,0
2022-01-11,P005,S02,37,58594.45,1,0
2022-01-11,P005,S03,38,72263.76,1,0
2022-01-11,P005,S04,23,50600.0,0,0
2022-01-11,P005,S05,20,44000.0,0,0
2022-01-11,P005,S06,17,37400.0,0,0
2022-01-12,P001,S01,19,85500.0,0,0
2022-01-12,P001,S02,25,102590.81,1,0
2022-01-12,P001,S03,13,58500.0,0,0
2022-01-12,P001,S04,13,58500.0,0,0
2022-01-12,P001,S05,15,67500.0,0,0
2022-01-12,P001,S06,13,58500.0,0,0
2022-01-12,P002,S01,35,42000.0,0,0
2022-01-12,P002,S02,43,51600.0,0,0
2022-01-12,P002,S03,42,50400.0,0,0
2022-01-12,P002,S04,38,45600.0,0,0
2022-01-12,P002,S05,38,45600.0,0,0
2022-01-12,P002,S06,33,39600.0,0,0
2022-01-12,P003,S01,162,56700.0,0,0
2022-01-12,P003,S02,168,58800.0,0,0
2022-01-12,P003,S03,165,57750.0,0,0
2022-01-12,P003,S04,248,75373.93,1,0
2022-01-12,P003,S05,121,42350.0,0,0
2022-01-12,P003,S06,116,40600.0,0,0
2022-01-12,P004,S01,13,97142.74,1,0
2022-01-12,P004,S02,8,68000.0,0,0
2022-01-12,P004,S03,5,42500.0,0,0
2022-01-12,P004,S04,7,59500.0,0,0
2022-01-12,P004,S05,6,51000.0,0,0
2022-01-12,P004,S06,9,65023.82,1,0
2022-01-12,P005,S01,31,68200.0,0,0
2022-01-12,P005,S02,30,66000.0,0,0
2022-01-12,P005,S03,23,50600.0,0,0
2022-01-12,P005,S04,23,50600.0,0,0
2022-01-12,P005,S05,20,44000.0,0,0
2022-01-12,P005,S06,26,57200.0,0,0
2022-01-13,P001,S01,17,76500.0,0,0
2022-01-13,P001,S02,17,76500.0,0,0
2022-01-13,P001,S03,14,63000.0,0,0
2022-01-13,P001,S04,13,58500.0,0,0
2022-01-13,P001,S05,16,72000.0,0,0
2022-01-13,P001,S06,17,57865.83,1,0
2022-01-13,P002,S01,38,45600.0,0,0
2022-01-13,P002,S02,86,87131.75,1,0
2022-01-13,P002,S03,39,46800.0,0,0
2022-01-13,P002,S04,53,47847.27,1,0
2022-01-13,P002,S05,29,34800.0,0,0
2022-01-13,P002,S06,29,34800.0,0,0
2022-01-13,P003,S01,186,65100.0,0,0
2022-01-13,P003,S02,185,64750.0,0,0
2022-01-13,P003,S03,270,72579.7,1,0
2022-01-13,P003,S04,142,49700.0,0,0
2022-01-13,P003,S05,193,52819.63,1,0
2022-01-13,P003,S06,108,37800.0,0,0
2022-01-13,P004,S01,9,76500.0,0,0
2022-01-13,P004,S02,7,59500.0,0,0
2022-01-13,P004,S03,12,74483.75,1,0
2022-01-13,P004,S04,8,55524.72,1,0
2022-01-13,P004,S05,9,72665.08,1,0
2022-01-13,P004,S06,5,42500.0,0,0
2022-01-13,P005,S01,28,61600.0,0,0
2022-01-13,P005,S02,26,57200.0,0,0
2022-01-13,P005,S03,25,55000.0,0,0
2022-01-13,P005,S04,22,48400.0,0,0
2022-01-13,P005,S05,28,61600.0,0,0
2022-01-13,P005,S06,19,41800.0,0,0
2022-01-14,P001,S01,26,117000.0,0,1
2022-01-14,P001,S02,42,171264.88,1,1
2022-01-14,P001,S03,23,103500.0,0,1
2022-01-14,P001,S04,19,85500.0,0,1
2022-01-14,P001,S05,14,63000.0,0,1
2022-01-14,P001,S06,27,108718.26,1,1
2022-01-14,P002,S01,87,80003.67,1,1
2022-01-14,P002,S02,71,85200.0,0,1
2022-01-14,P002,S03,76,85512.33,1,1
2022-01-14,P002,S04,42,50400.0,0,1
2022-01-14,P002,S05,46,55200.0,0,1
2022-01-14,P002,S06,46,55200.0,0,1
2022-01-14,P003,S01,357,101081.58,1,1
2022-01-14,P003,S02,313,104043.26,1,1
2022-01-14,P003,S03,236,82600.0,0,1
2022-01-14,P003,S04,215,75250.0,0,1
2022-01-14,P003,S05,248,86800.0,0,1
2022-01-14,P003,S06,154,53900.0,0,1
2022-01-14,P004,S01,15,117964.37,1,1
2022-01-14,P004,S02,10,85000.0,0,1
2022-01-14,P004,S03,9,76500.0,0,1
2022-01-14,P004,S04,14,102418.25,1,1
2022-01-14,P004,S05,9,76500.0,0,1
2022-01-14,P004,S06,6,51000.0,0,1
2022-01-14,P005,S01,56,97957.27,1,1
2022-01-14,P005,S02,45,99000.0,0,1
2022-01-14,P005,S03,33,72600.0,0,1
2022-01-14,P005,S04,30,66000.0,0,1
2022-01-14,P005,S05,31,68200.0,0,1
2022-01-14,P005,S06,29,63800.0,0,1
2022-01-15,P001,S01,20,90000.0,0,0
2022-01-15,P001,S02,35,142017.42,1,0
2022-01-15,P001,S03,21,94500.0,0,0
2022-01-15,P001,S04,15,67500.0,0,0
2022-01-15,P001,S05,16,72000.0,0,0
2022-01-15,P001,S06,26,97956.89,1,0
2022-01-15,P002,S01,45,54000.0,0,0
2022-01-15,P002,S02,74,76684.78,1,0
2022-01-15,P002,S03,78,85034.13,1,0
2022-01-15,P002,S04,36,43200.0,0,0
2022-01-15,P002,S05,36,43200.0,0,0
2022-01-15,P002,S06,37,44400.0,0,0
2022-01-15,P003,S01,299,74680.34,1,0
2022-01-15,P003,S02,186,65100.0,0,0
2022-01-15,P003,S03,291,79432.34,1,0
2022-01-15,P003,S04,180,48140.51,1,0
2022-01-15,P003,S05,161,56350.0,0,0
2022-01-15,P003,S06,137,47950.0,0,0
2022-01-15,P004,S01,9,76500.0,0,0
2022-01-15,P004,S02,10,64283.21,1,0
2022-01-15,P004,S03,6,51000.0,0,0
2022-01-15,P004,S04,6,51000.0,0,0
2022-01-15,P004,S05,5,42500.0,0,0
2022-01-15,P004,S06,6,51000.0,0,0
2022-01-15,P005,S01,37,81400.0,0,0
2022-01-15,P005,S02,27,59400.0,0,0
2022-01-15,P005,S03,30,66000.0,0,0
2022-01-15,P005,S04,40,64364.65,1,0
2022-01-15,P005,S05,30,66000.0,0,0
2022-01-15,P005,S06,37,63729.47,1,0
2022-01-16,P001,S01,22,99000.0,0,0
2022-01-16,P001,S02,18,81000.0,0,0
2022-01-16,P001,S03,24,93308.19,1,0
2022-01-16,P001,S04,16,72000.0,0,0
2022-01-16,P001,S05,17,76500.0,0,0
2022-01-16,P001,S06,12,54000.0,0,0
2022-01-16,P002,S01,46,55200.0,0,0
2022-01-16,P002,S02,48,57600.0,0,0
2022-01-16,P002,S03,43,51600.0,0,0
2022-01-16,P002,S04,52,44680.36,1,0
2022-01-16,P002,S05,79,88642.16,1,0
2022-01-16,P002,S06,52,50935.59,1,0
2022-01-16,P003,S01,187,65450.0,0,0
2022-01-16,P003,S02,328,81256.81,1,0
2022-01-16,P003,S03,241,74100.48,1,0
2022-01-16,P003,S04,272,69798.19,1,0
2022-01-16,P003,S05,167,58450.0,0,0
2022-01-16,P003,S06,144,50400.0,0,0
2022-01-16,P004,S01,9,76500.0,0,0
2022-01-16,P004,S02,5,42500.0,0,0
2022-01-16,P004,S03,6,51000.0,0,0
2022-01-16,P004,S04,6,51000.0,0,0
2022-01-16,P004,S05,7,59500.0,0,0
2022-01-16,P004,S06,6,51000.0,0,0
2022-01-16,P005,S01,56,86987.33,1,0
2022-01-16,P005,S02,26,57200.0,0,0
2022-01-16,P005,S03,45,92834.34,1,0
2022-01-16,P005,S04,44,87237.99,1,0
2022-01-16,P005,S05,27,59400.0,0,0
2022-01-16,P005,S06,47,77534.91,1,0
2022-01-17,P001,S01,20,90000.0,0,0
2022-01-17,P001,S02,29,116604.07,1,0
2022-01-17,P001,S03,15,67500.0,0,0
2022-01-17,P001,S04,15,67500.0,0,0
2022-01-17,P001,S05,15,67500.0,0,0
2022-01-17,P001,S06,13,58500.0,0,0
2022-01-17,P002,S01,38,45600.0,0,0
2022-01-17,P002,S02,40,48000.0,0,0
2022-01-17,P002,S03,32,38400.0,0,0
2022-01-17,P002,S04,35,42000.0,0,0
2022-01-17,P002,S05,34,40800.0,0,0
2022-01-17,P002,S06,57,48198.28,1,0
2022-01-17,P003,S01,164,57400.0,0,0
2022-01-17,P003,S02,154,53900.0,0,0
2022-01-17,P003,S03,193,67550.0,0,0
2022-01-17,P003,S04,138,48300.0,0,0
2022-01-17,P003,S05,125,43750.0,0,0
2022-01-17,P003,S06,121,42350.0,0,0
2022-01-17,P004,S01,6,51000.0,0,0
2022-01-17,P004,S02,8,68000.0,0,0
2022-01-17,P004,S03,7,59500.0,0,0
2022-01-17,P004,S04,5,42500.0,0,0
2022-01-17,P004,S05,10,76549.58,1,0
2022-01-17,P004,S06,6,51000.0,0,0
2022-01-17,P005,S01,31,68200.0,0,0
2022-01-17,P005,S02,28,61600.0,0,0
2022-01-17,P005,S03,23,50600.0,0,0
2022-01-17,P005,S04,19,41800.0,0,0
2022-01-17,P005,S05,25,55000.0,0,0
2022-01-17,P005,S06,18,39600.0,0,0
2022-01-18,P001,S01,17,76500.0,0,0
2022-01-18,P001,S02,16,72000.0,0,0
2022-01-18,P001,S03,15,67500.0,0,0
2022-01-18,P001,S04,10,45000.0,0,0
2022-01-18,P001,S05,13,58500.0,0,0
2022-01-18,P001,S06,9,40500.0,0,0
2022-01-18,P002,S01,41,49200.0,0,0
2022-01-18,P002,S02,46,55200.0,0,0
2022-01-18,P002,S03,45,51086.63,1,0
2022-01-18,P002,S04,34,40800.0,0,0
2022-01-18,P002,S05,43,51600.0,0,0
2022-01-18,P002,S06,24,28800.0,0,0
2022-01-18,P003,S01,165,57750.0,0,0
2022-01-18,P003,S02,160,56000.0,0,0
2022-01-18,P003,S03,119,41650.0,0,0
2022-01-18,P003,S04,139,48650.0,0,0
2022-01-18,P003,S05,207,67777.96,1,0
2022-01-18,P003,S06,111,38850.0,0,0
2022-01-18,P004,S01,13,100127.86,1,0
2022-01-18,P004,S02,7,59500.0,0,0
2022-01-18,P004,S03,6,51000.0,0,0
2022-01-18,P004,S04,6,51000.0,0,0
2022-01-18,P004,S05,6,51000.0,0,0
2022-01-18,P004,S06,5,42500.0,0,0
2022-01-18,P005,S01,29,63800.0,0,0
2022-01-18,P005,S02,28,61600.0,0,0
2022-01-18,P005,S03,27,59400.0,0,0
2022-01-18,P005,S04,28,52433.39,1,0
2022-01-18,P005,S05,20,44000.0,0,0
2022-01-18,P005,S06,17,37400.0,0,0
2022-01-19,P001,S01,18,81000.0,0,0
2022-01-19,P001,S02,17,76500.0,0,0
2022-01-19,P001,S03,15,67500.0,0,0
2022-01-19,P001,S04,18,67468.31,1,0
2022-01-19,P001,S05,24,90076.64,1,0
2022-01-19,P001,S06,11,49500.0,0,0
2022-01-19,P002,S01,42,50400.0,0,0
2022-01-19,P002,S02,69,59123.37,1,0
2022-01-19,P002,S03,39,46800.0,0,0
2022-01-19,P002,S04,53,57845.13,1,0
2022-01-19,P002,S05,36,43200.0,0,0
2022-01-19,P002,S06,36,43200.0,0,0
2022-01-19,P003,S01,233,59787.9,1,0
2022-01-19,P003,S02,161,56350.0,0,0
2022-01-19,P003,S03,119,41650.0,0,0
2022-01-19,P003,S04,129,45150.0,0,0
2022-01-19,P003,S05,99,34650.0,0,0
2022-01-19,P003,S06,193,60147.56,1,0
2022-01-19,P004,S01,7,59500.0,0,0
2022-01-19,P004,S02,8,68000.0,0,0
2022-01-19,P004,S03,7,59500.0,0,0
2022-01-19,P004,S04,7,44695.92,1,0
2022-01-19,P004,S05,8,68000.0,0,0
2022-01-19,P004,S06,6,51000.0,0,0
2022-01-19,P005,S01,29,63800.0,0,0
2022-01-19,P005,S02,25,55000.0,0,0
2022-01-19,P005,S03,26,57200.0,0,0
2022-01-19,P005,S04,18,39600.0,0,0
2022-01-19,P005,S05,21,46200.0,0,0
2022-01-19,P005,S06,28,55129.57,1,0
2022-01-20,P001,S01,16,72000.0,0,0
2022-01-20,P001,S02,17,76500.0,0,0
2022-01-20,P001,S03,14,63000.0,0,0
2022-01-20,P001,S04,11,49500.0,0,0
2022-01-20,P001,S05,12,54000.0,0,0
2022-01-20,P001,S06,15,67500.0,0,0
2022-01-20,P002,S01,37,44400.0,0,0
2022-01-20,P002,S02,29,34800.0,0,0
2022-01-20,P002,S03,36,43200.0,0,0
2022-01-20,P002,S04,33,39600.0,0,0
